Seq;CPF;Nome;Sexo;DataNasc;CodReg;CodMunic;CategProf;AnosEstudo;AnosEmprego;Sal‡rio;Altura (cm);Peso (kg);Fuma (1=sim, 0=n‹o)
13944;492291366-11;Marisa Silva;F;27/06/80;200;217;E;16;6;2.903;165;66;1
13945;246580174-07;Benedito R. Toguchi;Masc.;08/05/54;200;217;A;5;20;1.199;181;101;0
13946;614201473-23;Esmeralda H. Seixas;F;03/04/73;200;217;A;4;7;1.022;177;87;1
13947;067558515-58;Suzana C. Castro;F;29/11/68;200;217;A;4;10;1.115;158;86;1
13948;515955613-31;Eliane Pontes Faraggi;F;25/05/68;200;217;B;12;16;2.334;174;82;1
13949;011767715-90;Almir Zarin Heckmann;M;19/02/58;200;217;D;12;19;5.893;190;90;0
13950;944548260-30;Reinaldo R. Medeiros;M;02/03/67;200;217;D;12;16;6.027;181;83;0
13951;713940089-02;Rogério L. Trentti;M;15/11/74;200;217;B;13;6;2.203;158;80;1
13952;672346429-00;Élida S. Lopes;F;31/10/74;200;217;A;4;12;1.125;163;60;0
13953;064063620-98;Vânia Pinheiro Werneck;F;14/12/71;200;217;B;12;8;2.349;151;67;0
13954;236846592-82;Betânia L. Pitanga;F;22/07/72;200;217;C;17;5;8.209;159;53;0
13955;041314369-49;Fernando Longhini;M;25/03/75;200;217;C;20;12;4.280;180;79;0
13956;133570308-02;Joaquim Aguiar Verdinn;M;04/04/79;200;217;C;16;4;6.727;163;78;1
13957;744013073-13;José B. Lopes;M;30/08/58;200;217;C;17;20;9.612;179;81;1
13958;700530394-67;Teresa S. Zarin;F;19/06/65;200;217;B;12;14;2.375;168;73;1
13959;318566895-22;Antonia M. Uema;F;14/01/67;200;217;C;16;8;7.143;167;76;0
13960;792440253-53;Joana Castro;F;14/03/75;200;217;A;4;6;975;171;89;1
13961;901314488-89;Diógenes P. Werneck;M;13/09/77;200;217;B;12;8;1.701;168;80;0
13962;125644661-09;Fabrício Vieira Verdinn;M;06/01/68;200;217;D;14;11;5.967;193;73;1
13963;166455103-49;Luciano R. Haddad;Masc.;26/05/53;200;217;A;6;19;1.229;174;89;0
13964;962616295-36;Reinaldo C. Heckmann;M;28/02/64;200;217;A;4;8;1.057;185;89;1
13965;557395324-93;João A. Heckmann;M;03/07/60;200;217;C;16;13;9.951;171;76;0
13966;073228868-10;Ivonete A. Araújo;F;14/03/49;200;217;A;6;12;1.142;157;82;1
13967;388282898-64;Patrícia O. Sá;F;13/03/75;200;217;A;6;5;1.038;153;74;1
13968;879105240-80;Fabiano S. Macieira;M;14/07/57;200;217;C;17;21;8.936;178;72;1
13969;503859593-62;Otílio C. Verdinn;M;10/01/63;200;217;D;12;13;5.418;172;75;1
13970;094103183-78;Marcos B. Marques;M;27/03/69;200;217;A;4;16;1.199;174;80;1
13971;30932269-11;Gervásio A. Pitanga;M;27/05/57;200;217;A;4;20;1.225;172;96;0
13972;388575137-26;Mariane Aroeira Santos;F;03/09/68;200;217;B;16;16;2.442;160;50;0
13973;607195365-02;Marcelo Mesquita;M;26/02/64;200;217;D;14;9;6.728;175;68;1
13974;298705589-76;Vânia L. Iawata;F;18/12/60;200;217;A;7;15;1.127;156;82;1
13975;871414430-10;Amauri T. Queiroga;M;05/08/67;200;217;B;13;10;2.447;172;91;1
13976;804305450-96;Cristina H. Heckmann;F;31/05/67;200;217;A;4;13;1.102;151;77;0
13977;851057360-36;Alcides S. Torelli;M;26/09/57;200;217;A;5;19;1.234;186;93;1
13978;662671636-01;Marcondes C. Morbick;M;31/07/72;200;217;A;6;9;1.045;185;83;1
13979;085228988-04;Cristiano M. Heckmann;M;05/11/74;200;217;D;12;12;5.209;184;79;1
13980;314490323-03;Berenice S. Torres;F;06/08/63;200;217;A;7;11;1.072;171;82;0
13981;191840352-00;Gertrudes Ramos Moraes;F;01/10/78;200;217;E;19;5;3.456;169;58;0
13982;395154762-67;Marlene Sá Alves;F;18/07/79;200;217;A;4;3;1.076;157;67;1
13983;453891010-49;Clarice P. Weltsel;F;06/09/60;200;217;A;5;13;1.091;163;82;1
13984;360984172-96;Gino Andrade;M;17/03/69;200;217;C;16;13;6.489;172;73;1
13985;377780567-04;Ana B. Warwasky;F;29/12/61;200;217;A;4;10;1.050;157;70;1
13986;330906414-02;Germano Camargo Angelini;M;13/04/68;200;217;C;17;9;8.231;178;77;1
13987;162194870-60;Nilo S. Silva;Masc.;06/07/70;200;217;B;14;9;2.094;172;73;0
13988;632225669-68;Abílio Lemos;M;29/12/60;200;217;A;5;15;1.183;161;77;1
13989;439406727-85;Pedro Maia Fonseca;M;24/12/62;200;217;D;12;14;4.981;204;85;0
13990;672382523-33;Fátima A. Santana;F;20/12/70;200;217;C;16;12;8.274;157;73;1
13991;273860192-89;Gino Torres Torelli;Masc.;29/12/85;200;217;A;6;0;1.047;181;85;0
13992;316650578-40;Aurélio B. Rigoni;M;28/11/63;200;217;C;16;13;8.744;171;69;1
13993;331687862-92;Débora Barros Aramizoni;F;26/12/73;200;217;B;12;11;2.103;155;65;1
13994;083141266-67;Giovana Maia Rigoni;F;18/10/63;200;217;E;19;0;3.188;158;63;0
13995;706281860-70;Zélia Gomes;F;07/11/60;200;217;E;16;21;3.492;169;75;0
13996;508302953-72;Rogério H. Silva;M;03/11/67;200;217;A;4;9;1.177;168;88;0
13997;307188586-54;Roberta Santana;F;24/04/65;200;217;B;12;8;2.004;169;84;1
13998;431508409-37;Dirce Vieira;F;13/12/72;200;217;C;16;12;8.333;170;48;0
13999;962725385-53;Juscelino M. Souza;M;19/10/57;200;217;A;4;18;1.136;154;82;0
14000;089578910-80;Fernando Leite;M;11/01/58;200;217;C;17;18;7.577;176;75;1
14001;861098631-49;Mirtes M. Weltsel;F;25/05/75;200;217;D;12;8;4.927;173;64;0
14002;532155330-06;Luciano Araújo Schineider;M;03/11/76;200;217;A;4;11;1.112;164;88;0
14003;591249557-44;Amauri Costa Yamamoto;M;30/12/73;200;217;C;17;6;6.606;177;75;0
14004;764606041-00;Ana M. Nascimento;F;15/06/75;200;217;C;16;10;7.675;163;61;1
14005;496494146-90;Marcílio Iawata Warwasky;M;24/12/70;200;217;A;4;9;1.149;171;68;0
14006;719536981-15;Felipe Mancini;M;15/11/67;200;217;C;16;13;7.513;174;83;0
14007;226456788-07;Herval P. Furkin;Masc.;28/03/74;200;217;D;12;9;5.914;197;84;1
14008;394411931-27;Rodrigo Pinheiro Torelli;M;28/05/71;200;217;B;12;0;2.249;167;85;0
14009;721527241-94;Romário N. Morbick;M;24/04/73;200;217;C;17;9;6.746;187;96;0
14010;718368750-37;Ricardo Morita Saldanha;M;18/12/60;200;217;D;12;14;6.221;174;78;0
14011;245744159-59;José Pereira;Masc.;14/01/58;200;217;D;15;0;5.234;192;99;0
14012;106753015-05;Carolina N. Lourenço;F;08/12/71;200;217;D;12;10;7.210;164;60;1
14013;354886187-32;Olga M. Weltsel;F;24/10/77;200;217;E;18;6;3.037;168;72;0
14014;901659407-86;Nívea R. Torelli;F;12/12/72;200;217;A;6;11;1.114;151;58;1
14015;846455068-54;Joaquim S. Gatty;M;28/08/57;200;217;B;12;11;2.279;162;66;1
14016;491908027-13;Anna Uema Novaes;F;01/07/62;200;217;A;4;17;1.204;162;73;1
14017;442995834-34;Cláudia Pontes;F;27/07/65;200;217;B;12;12;2.155;146;62;1
14018;514516455-62;Donizeti Nakano Camargo;M;07/05/72;200;217;C;20;9;8.112;169;79;1
14019;292467554-56;Ernesto Silva Iawata;M;18/12/56;200;217;C;16;10;7.355;158;70;0
14020;785540640-97;Oscar Reis Trentti;M;11/03/60;200;217;A;4;12;1.089;164;95;1
14021;245026311-08;Antonia Gatty Weltsel;F;21/11/75;200;217;A;4;8;1.037;161;76;1
14022;428686355-71;Manuel T. Pitanga;M;11/03/66;200;217;D;12;16;6.803;187;90;0
14023;389430618-11;Fernando S. Yamamoto;M;04/12/74;200;217;D;12;10;5.224;182;78;0
14024;143074544-48;Tereza T. Faraggi;F;11/06/83;200;217;B;13;4;2.287;166;72;1
14025;008406923-66;Ana Fonseca Gomes;Fem.;07/05/57;200;217;B;15;11;1.865;175;96;1
14026;134831354-48;David Torres Camargo;M;23/12/55;200;217;C;16;16;7.508;182;76;0
14027;783030650-84;Fábia Almeida;F;13/11/78;200;217;C;19;8;6.508;160;64;1
14028;017364605-01;Leonel S. Moraes;M;16/03/60;200;217;C;18;16;7.981;165;67;1
14029;241358558-30;Guilherme Campos Ledesma;Masc.;27/11/68;200;217;C;16;10;7.604;164;71;1
14030;152402204-76;Eliana M. Faraggi;F;22/09/80;200;217;A;4;3;1.067;144;63;1
14031;144629248-78;Beatriz P. Warwasky;F;18/05/78;200;217;B;12;4;2.080;150;70;1
14032;725634534-88;Eunice C. Mancini;F;22/06/89;200;217;B;12;0;1.966;162;59;0
14033;070823598-02;Isabela M. Torelli;F;28/06/57;200;217;A;4;10;1.046;161;63;1
14034;204340507-17;Romário F. Iawata;Masc.;21/05/70;200;217;B;13;9;1.826;170;79;1
14035;872026799-14;Thiago Medeiros Queiroga;M;01/03/76;200;217;B;12;5;2.212;186;92;0
14036;133783190-54;Eufrásio Soares;M;30/06/57;200;217;A;4;21;1.141;176;89;1
14037;352035955-34;Pedro Fonseca;M;24/03/72;200;218;D;12;5;5.001;192;85;1
14038;997021587-61;Janaina C. Leal;F;11/06/67;200;218;A;4;10;1.090;156;62;1
14039;472647243-79;Karla Miranda Verdinn;F;27/12/55;200;218;A;4;18;1.229;156;83;1
14040;271365068-24;Germano N. Zainne;Masc.;28/04/68;200;218;A;4;15;1.213;180;79;0
14041;187501159-52;José Cunha Ledesma;Masc.;03/05/69;200;218;A;4;6;1.070;180;93;0
14042;518886040-69;Marcílio Marques Fozxy;M;07/10/66;200;218;C;16;14;10.165;172;77;0
14043;728075423-60;Marco M. Ramos;M;16/07/63;200;218;D;13;14;5.596;177;79;0
14044;21643726-81;Valdir R. Araújo;Masc.;07/12/51;200;218;D;12;13;5.669;180;73;1
14045;113871346-55;Fernanda Marques Almeida;F;03/09/55;200;218;B;12;18;2.463;158;58;0
14046;729125865-00;Carolina Silva;F;21/05/61;200;218;B;12;21;2.422;153;70;1
14047;281405587-96;Olga P. Morita;F;22/07/70;200;218;A;4;14;1.166;165;76;1
14048;145386162-90;Olívia T. Pereira;F;01/02/78;200;218;A;4;6;1.064;158;59;0
14049;977996730-36;Marcelo Uema Lemos;M;02/06/70;200;218;C;21;11;7.398;177;86;1
14050;597333537-28;Joaquim R. Torelli;M;15/05/69;200;218;D;12;16;6.011;193;82;0
14051;762773281-66;Teutônio S. Cunha;M;13/05/55;200;218;A;4;17;1.266;174;95;0
14052;844342758-28;Renata A. Souza;F;13/02/70;200;218;C;17;10;7.024;161;78;1
14053;513409896-46;Priscilla Torres Zainne;F;21/08/86;200;218;A;4;2;1.021;152;67;0
14054;128512540-14;Pedro Camargo Pinto;M;18/11/77;200;218;D;12;10;4.871;190;83;0
14055;878510062-52;Cícero Barbosa Souza;M;08/04/68;200;218;A;4;0;958;176;74;1
14056;237785894-58;Gino Guimarães Zainne;Masc.;14/10/68;200;218;B;12;7;2.037;157;53;0
14057;456256202-10;Manoel Pontes Longhini;M;11/05/73;200;218;B;12;4;1.869;183;84;0
14058;495405874-09;Dora M. Werneck;F;26/04/58;200;218;B;14;11;2.387;177;72;0
14059;352839794-23;Otília M. Sasaky;F;12/08/70;200;218;A;8;0;991;163;52;0
14060;515959588-00;Doralice Uema;F;21/10/71;200;218;B;13;13;2.245;156;65;0
14061;377601013-41;Marli R. Miranda;F;01/08/50;200;218;B;12;19;2.415;158;61;1
14062;776665792-92;Diana Miranda Warwasky;F;10/02/80;200;218;B;12;7;2.108;155;66;0
14063;166026987-37;Roberta V. Gatty;F;18/10/66;200;218;B;14;10;1.922;149;59;0
14064;040171420-95;Silvana Silva Morbick;Fem.;07/05/69;200;218;B;13;6;2.130;172;76;0
14065;667213519-78;Luiz Furkin Nakano;M;03/09/60;200;218;A;4;11;983;172;89;1
14066;845368054-00;Diana Lemos;F;09/08/82;200;218;A;6;2;1.032;155;60;0
14067;332858331-90;Abílio Pereira;M;13/01/75;200;218;A;4;12;1.094;189;104;1
14068;272028833-09;Dorotéia B. Santos;F;25/04/48;200;218;A;6;20;1.187;151;69;0
14069;618226950-23;Ivo Leal;M;10/02/65;200;218;B;12;10;2.302;164;76;0
14070;614641880-33;Lúcia Almeida Trentti;F;14/04/73;200;218;E;19;14;3.614;176;78;0
14071;842165566-39;Letícia A. Fozxy;F;12/01/63;200;218;B;12;15;2.336;145;64;1
14072;886624974-20;Giovana Mendes Cruz;F;17/05/71;200;218;B;12;14;2.196;150;53;0
14073;984184320-04;Lourdes Torres Verdinn;F;23/04/62;200;218;B;12;9;2.065;153;66;1
14074;999539444-82;Simone Leite Almeida;F;06/08/66;200;218;A;7;15;1.097;155;76;1
14075;423302967-62;Ivo S. Kalil;M;15/04/74;200;218;C;16;10;6.520;171;67;0
14076;958352304-60;Eleno Camargo Pinheiro;M;09/07/67;200;218;C;16;10;8.545;176;64;0
14077;560145654-26;Nilo M. Melo;M;20/03/67;200;218;A;4;0;1.075;166;90;0
14078;926217663-58;Terezinha A. Ledesma;F;10/11/76;200;218;A;4;7;1.074;163;59;0
14079;157418340-00;Isabel R. Souza;F;21/06/76;200;218;A;4;6;1.071;166;65;0
14080;816917779-00;Lúcio Cordeiro Campos;M;13/06/69;200;218;A;7;8;1.022;180;60;1
14081;340144349-66;Bento Bayochi;M;13/06/51;200;218;A;4;24;1.180;172;74;1
14082;343355320-32;Ivone M. Sasaky;F;24/10/60;200;218;C;16;10;6.514;163;57;0
14083;086648683-60;Doralice C. Torres;F;24/06/69;200;218;B;12;12;2.273;161;65;0
14084;547090443-17;Vânia Pontes Pitanga;F;26/12/68;200;218;B;12;11;2.106;167;65;0
14085;398556252-00;Kátia Bezerra;F;12/12/74;200;218;C;17;0;6.907;160;54;0
14086;273336600-95;Nilo Lourenço;Masc.;01/04/70;200;218;D;12;10;4.796;185;76;1
14087;836412266-51;Mauro A. Holtz;M;03/07/70;200;218;D;17;5;5.530;190;74;0
14088;815203583-18;Eliana Rosa Toguchi;F;08/04/70;200;218;D;12;16;5.984;176;64;0
14089;959443150-40;Eduardo M. Martins;M;08/04/65;200;218;C;19;19;7.383;180;74;1
14090;109592742-60;Cristina Marques;F;13/12/61;200;218;C;16;16;8.223;155;74;1
14091;299058023-98;Melissa Bayochi Faraggi;F;14/10/62;200;218;B;13;12;2.440;162;85;1
14092;173641526-36;Isabela Pitanga;F;24/12/59;200;218;C;16;10;7.265;143;66;1
14093;812678117-30;Karla R. Maia;F;08/05/57;200;218;C;16;21;8.339;152;67;1
14094;213005133-22;Maria Soares;F;19/02/63;200;218;A;4;19;1.198;161;80;1
14095;295919529-96;Mirtes M. Zarin;F;15/05/58;200;218;B;12;13;2.281;157;77;1
14096;752650383-88;Dagoberto L. Torres;M;17/04/88;200;218;A;4;3;1.023;165;71;0
14097;427875232-69;Rogério B. Rigoni;M;07/07/65;200;218;D;12;13;5.096;198;92;0
14098;665904002-10;Marco G. Oliveira;M;27/08/65;200;218;A;4;10;1.083;256;77;0
14099;566290851-67;Herval C. Werneck;M;15/04/70;200;218;B;12;16;2.655;183;85;1
14100;442363877-00;Bento Maia;M;10/05/54;200;218;D;12;11;3.720;180;82;0
14101;966701501-72;Eufrásio P. Rigoni;M;16/12/67;200;218;A;4;15;1.175;177;82;0
14102;341856387-28;Bento B. Morbick;M;06/04/69;200;218;A;4;12;1.103;188;73;1
14103;024359455-07;Tereza Seixas;Fem.;01/06/57;200;218;A;4;19;1.132;149;66;1
14104;093270539-15;Reinaldo Cruz Yamamoto;M;31/03/77;200;218;D;12;6;6.862;193;82;0
14105;357271292-06;Nilo Coutinho Machado;M;11/04/58;200;218;A;6;13;1.135;169;99;1
14106;775734428-07;Viviane G. Marques;F;03/09/67;200;218;B;14;12;2.398;160;76;1
14107;102063932-61;Jorge Martins Longhini;M;16/07/65;200;218;A;4;0;970;184;83;0
14108;673291538-00;Eunice Pitanga Morita;F;06/04/59;200;218;C;16;22;8.707;159;77;0
14109;479913901-01;Amélia Camargo Rosa;F;05/10/57;200;218;B;12;17;2.414;157;65;1
14110;524143187-08;Dorotéia Vieira;F;23/03/63;200;218;B;12;8;2.187;163;72;1
14111;166347094-40;Francisco S. Morbick;Masc.;15/05/60;200;218;A;4;11;1.055;170;94;1
14112;867839063-88;Manuel Moraes Bayochi;M;23/12/71;200;218;C;16;9;7.229;166;81;1
14113;448699984-32;Laércio Lourenço;M;27/07/66;200;218;C;16;9;8.700;178;69;1
14114;124876881-73;Elizabeth G. Rosa;F;20/12/71;200;218;B;12;12;2.241;160;73;1
14115;827769557-82;Cantídio F. Rigoni;F;27/08/58;200;218;A;4;23;1.241;182;95;0
14116;515718144-26;Miguel S. Fozxy;F;13/11/68;200;218;D;13;14;4.965;183;81;0
14117;707395407-85;Isabel P. Seixas;F;18/11/70;200;218;A;4;8;1.041;165;84;1
14118;990529141-50;Zélia Arantes Lourenço;F;23/04/75;200;218;D;12;9;5.534;177;71;0
14119;365840829-46;Teresa Ramos Fozxy;F;28/03/57;200;218;C;17;11;7.479;160;68;0
14120;483601935-41;Joaquim Arantes Schineider;M;15/07/59;200;218;A;4;10;1.054;168;76;1
14121;926726804-00;Renato C. Iawata;M;12/02/70;200;218;C;19;5;8.072;174;80;1
14122;806062740-65;Florinda Pitanga Gomes;F;29/07/81;200;218;A;7;4;1.071;165;67;0
14123;067485905-74;Heráclito V. Aramizoni;M;29/05/64;200;218;C;18;19;8.496;168;68;1
14124;915468423-49;Luis Lemos Mota;M;29/03/58;200;218;D;13;9;6.129;183;74;0
14125;681464700-17;Petrônio R. Mota;M;19/08/69;200;218;A;4;16;1.103;178;77;1
14126;569124319-50;Heráclito Guimarães;M;07/06/56;200;218;C;17;17;8.637;169;96;1
14127;808122163-85;Mariana Costa Souza;F;06/03/59;200;218;A;4;12;1.120;168;80;0
14128;328782690-55;Herval L. Morbick;M;27/04/79;200;218;A;5;10;1.108;176;97;1
14129;632104353-24;Elza P. Angelini;F;10/09/68;200;218;C;16;7;6.366;147;52;0
14130;599795021-26;Marina C. Rigoni;F;20/06/60;200;218;A;4;17;1.170;157;68;1
14131;249108305-10;Patrícia Campos Trentti;F;22/03/81;200;218;A;4;3;990;168;68;0
14132;790448710-13;Benedita Ramos Souza;F;02/09/62;200;218;B;12;0;1.913;158;85;0
14133;895695409-74;Amaro Pereira;M;13/11/72;200;218;A;6;5;1.077;182;81;0
14134;679156496-20;Elizabeth N. Soares;F;09/05/71;200;218;A;5;6;1.003;161;60;0
14135;399234906-37;Rodrigo S. Rodrigues;M;27/04/66;200;218;C;19;8;6.462;168;77;1
14136;066316429-06;Vânia Teixeira Kalil;F;08/09/62;200;218;B;12;8;2.076;162;58;0
14137;101771342-16;Leonel Nogueira;M;03/09/63;200;218;A;6;18;1.123;178;86;1
14138;098721835-20;Anna C. Aguiar;F;15/08/71;200;218;C;16;10;7.205;149;54;0
14139;771232740-83;Jânio R. Warwasky;M;02/08/75;200;218;C;16;0;5.850;173;75;0
14140;521550051-72;Lúcia Morbick;F;01/01/02;200;218;C;20;19;10.109;163;65;0
14141;225646896-80;Élida Medeiros Verdinn;F;24/08/80;200;218;C;16;4;6.283;166;63;0
14142;567528018-94;Américo T. Verdinn;M;31/01/55;200;218;D;14;23;5.842;189;84;1
14143;008560262-04;Victor M. Zainne;M;22/04/81;200;218;A;4;6;987;174;98;1
14144;495897607-83;Doralice Schineider Kalil;F;19/10/47;200;218;D;12;21;4.491;175;76;0
14145;626165004-77;Luiz S. Lima;M;13/11/59;200;218;D;12;21;7.112;180;77;1
14146;226993937-97;Ricardo M. Verdinn;Masc.;23/02/63;200;218;A;4;16;1.021;165;103;0
14147;926218102-76;Felipe C. Miranda;M;22/02/79;200;218;C;22;7;6.570;171;88;0
14148;249150794-30;Dijalma P. Trentti;Masc.;05/04/61;200;218;D;12;15;5.801;188;88;0
14149;251673699-16;Marília L. Andrade;F;01/12/71;200;218;A;5;5;1.031;159;63;0
14150;256704617-89;Herval Lima;Masc.;09/07/65;200;218;A;4;14;1.178;156;78;0
14151;296379246-80;Elizabeth L. Nogueira;F;02/07/56;200;218;A;4;10;1.046;150;77;0
14152;080285569-57;Marli Mesquita Kalil;F;11/08/69;200;218;A;4;11;1.166;161;70;0
14153;308825534-70;Suzana N. Rigoni;F;22/06/64;200;218;B;13;16;2.278;171;71;0
14154;481571370-71;Oscar Arantes;M;13/12/81;200;218;A;4;5;1.029;176;89;1
14155;330991272-80;Luiz Almeida;M;16/06/67;200;218;A;8;10;1.183;166;101;1
14156;702521392-67;Carolina S. Zarin;F;13/12/60;200;218;B;13;8;2.477;156;64;0
14157;384722418-23;Manuel M. Kalil;M;05/10/56;200;218;D;12;10;5.657;203;100;1
14158;935965454-04;Fabiana Seixas Aguiar;F;13/07/65;200;218;B;12;15;2.356;157;73;0
14159;136355786-65;Marciano G. Teixeira;Masc.;19/04/68;200;218;D;12;9;5.540;204;90;1
14160;297389270-80;Mônica V. Furkin;F;04/08/59;200;218;A;4;11;1.090;170;80;1
14161;227516812-55;Otílio Weltsel;Masc.;27/09/69;200;218;D;14;15;6.506;174;77;1
14162;018618568-57;Fabiano Pinto Morita;M;17/09/68;200;218;A;6;12;1.142;172;88;0
14163;931650654-97;Mônica Oliveira Souza;F;10/12/74;200;218;A;4;5;1.041;154;57;0
14164;124007288-01;Nívea Cruz;F;10/11/78;200;218;A;4;0;1.007;158;64;1
14165;580420435-11;Antonia Aguiar Martins;F;17/09/60;200;218;A;4;0;3.113;156;66;0
14166;150676039-25;Florinda Coutinho;F;11/09/61;200;218;A;4;12;1.139;160;89;1
14167;110213523-22;Elizabeth L. Machado;F;10/03/64;200;218;A;4;7;1.159;150;75;0
14168;986015960-29;Olga Sasaky Sá;F;08/02/77;200;218;A;4;7;1.137;168;74;1
14169;677189325-16;Ivone S. Gruginsky;F;29/11/76;200;218;A;4;9;1.081;164;83;1
14170;733272382-43;Suzana Maia Toguchi;F;08/11/82;200;218;A;8;5;1.111;166;74;0
14171;068648094-55;José A. Guimarães;M;01/02/68;200;218;A;8;10;1.096;166;91;1
14172;148625223-00;Patrícia T. Rigoni;F;27/12/72;200;218;B;12;5;2.194;165;60;0
14173;408878545-24;Amauri Ramos;M;20/01/75;200;218;A;4;9;1.149;180;93;0
14174;182115094-58;Olga Yamamoto;F;06/02/72;200;218;E;16;12;3.295;156;72;1
14175;672800334-74;Madalena F. Schineider;F;18/11/80;200;218;A;8;8;1.090;156;55;0
14176;321079578-94;João Novaes;M;20/09/67;200;219;D;12;14;4.782;180;82;1
14177;231691135-85;Teutônio Ramos Saldanha;Masc.;07/04/71;200;219;A;6;10;1.139;169;82;1
14178;711213564-86;Olga S. Nogueira;F;08/11/91;200;219;B;12;2;2.095;156;46;0
14179;225840865-22;Valter L. Kalil;Masc.;26/11/66;200;219;C;16;13;7.180;160;74;1
14180;853063698-80;Doralice Zarin Ledesma;F;04/07/72;200;219;C;17;5;7.432;176;66;0
14181;748442008-52;Fábia Fonseca;F;17/07/53;200;219;B;14;16;2.420;147;71;0
14182;923409221-00;Olga Ramos Pinheiro;F;16/04/85;200;219;A;5;6;1.080;166;86;1
14183;371533065-10;Marlene S. Leite;F;12/01/56;200;219;C;21;20;7.014;157;66;0
14184;305626922-29;Maria Duarte Trentti;F;13/01/61;200;219;B;15;10;2.177;161;74;1
14185;908673941-53;Isabel L. Pereira;F;19/03/59;200;219;A;4;14;1.181;176;90;1
14186;626674758-87;Heleno C. Torres;M;13/04/70;200;219;B;12;11;2.507;171;73;0
14187;111189910-01;Mariana Verdinn Pereira;F;24/12/66;200;219;A;4;12;1.189;146;58;0
14188;396031800-68;Nívea P. Verdinn;F;19/03/60;200;219;A;4;0;972;163;62;0
14189;290484221-75;Otília R. Aramizoni;F;22/03/72;200;219;A;4;8;1.057;156;65;0
14190;522128191-02;Cantídio Lopes;M;15/02/67;200;219;A;5;13;1.109;169;102;1
14191;716683327-01;Cantídio Camargo;M;06/05/75;200;219;D;12;10;4.330;186;80;1
14192;513216427-76;Clotilde L. Schineider;F;27/02/61;200;219;B;12;0;2.196;146;63;1
14193;524475901-99;Fabiano G. Furkin;M;26/12/66;200;219;D;13;9;5.329;172;75;0
14194;991764569-19;Heleno A. Rosa;M;17/07/69;200;219;B;12;5;2.120;186;29;1
14195;230678736-02;Manoel M. Zainne;Masc.;26/01/67;200;219;A;4;13;1.166;184;89;0
14196;698727773-73;Carmen Aroeira Schineider;F;26/11/72;200;219;A;4;13;1.204;171;57;0
14197;973074765-25;Benedito Duarte;M;12/02/49;200;219;C;16;26;9.932;172;82;0
14198;813788950-70;Viviane L. Ferraz;F;26/08/79;200;219;B;12;4;2.061;153;62;1
14199;824990235-11;Viviane C. Souza;F;17/09/70;200;219;A;4;9;1.071;159;68;1
14200;686204549-00;Clarice M. Queiroga;F;05/08/64;200;219;E;19;12;3.044;151;46;0
14201;098351866-18;Fabíola W. Bezerra;F;28/07/65;200;219;A;4;9;1.104;164;78;1
14202;886246026-02;Ernesto Maia Costa;M;30/04/71;200;219;A;4;12;1.170;164;95;0
14203;800658516-41;Mauro Santos Heckmann;M;03/10/57;200;219;D;12;21;5.442;205;83;0
14204;462209911-09;Oscar Oliveira;M;19/09/58;200;219;B;12;9;2.235;171;79;0
14205;815625571-22;Maria Saldanha;F;03/01/73;200;219;C;16;0;7.819;160;58;1
14206;871228787-32;Priscilla Bezerra Souza;F;18/12/59;200;219;A;4;20;1.235;155;64;0
14207;366287486-50;Cantídio Novaes Torelli;M;23/03/73;200;219;D;12;8;5.424;173;76;1
14208;091280859-49;Valter Oliveira Uema;M;27/07/63;200;219;A;4;12;1.148;159;78;1
14209;2695862-26;Clotilde Duarte;F;15/02/62;200;219;C;18;0;6.353;163;68;0
14210;120590912-50;Francisco S. Yamamoto;M;07/02/56;200;219;A;4;22;1.283;175;94;0
14211;515546552-42;Olga Aroeira Medeiros;F;05/09/46;200;219;C;16;30;10.102;153;66;0
14212;300248301-00;Dora Martins Torres;F;29/03/64;200;219;A;7;10;1.117;170;78;0
14213;769394443-51;Vânia Guimarães Cruz;F;27/04/76;200;219;B;13;8;1.984;157;74;1
14214;967992521-88;Clotilde N. Verdinn;F;15/01/61;200;219;A;4;19;1.175;172;85;1
14215;658499061-34;Teresa S. Pereira;F;14/04/65;200;219;E;16;9;3.464;144;57;1
14216;911277806-03;Dijalma M. Gruginsky;M;18/02/71;200;219;C;18;8;8.682;169;78;1
14217;729010167-74;Ênio Reis;M;02/09/83;200;219;A;5;0;879;172;182;1
14218;701730977-40;Ernesto S. Pereira;M;22/03/77;200;219;D;14;8;4.362;190;89;1
14219;916946049-34;Giovana Arantes Warwasky;F;06/02/73;200;219;A;8;12;1.119;162;69;0
14220;534887013-79;Isabela Cruz;F;26/12/63;200;219;A;4;18;1.242;166;86;1
14221;401468793-76;Priscila Loureiro Vieira;F;24/05/74;200;219;A;4;6;1.027;152;75;1
14222;162818470-16;Dorotéia C. Schineider;F;27/07/68;200;219;A;4;9;1.023;164;72;0
14223;105405937-37;Carolina Castro;F;22/09/67;200;219;A;4;0;1.004;145;87;0
14224;;Thiago Maia Reis;M;01/09/74;200;219;B;12;10;2.056;167;89;1
14225;661938479-01;Rodrigo M. Gatty;M;04/11/79;200;219;C;16;6;6.082;181;69;0
14226;861647568-04;Amaro Cruz;M;28/01/75;200;219;B;12;8;2.164;168;81;0
14227;611050617-60;Elza Nogueira Longhini;F;08/08/60;200;219;B;12;14;2.316;165;72;1
14228;355851609-58;Carlito Saldanha;M;21/01/60;200;219;A;4;16;1.263;174;93;0
